Task name,Task description,Start time,End time,Duration,Duration in hours,Note,Category
"Studying","",2019-01-27 12:53 PM,2019-01-27 1:03 PM,00:10',0.16981028,"",""
"Studying","",2019-01-27 7:18 PM,2019-01-27 8:31 PM,01:12',1.21649472,"",""
"RubyProject ","",2019-01-27 8:31 PM,2019-01-27 9:08 PM,00:36',0.61279194,"","Programming "
"Comic work","Gym",2019-01-27 9:10 PM,2019-01-27 10:02 PM,00:51',0.85550806,"",""
"RubyProject ","",2019-01-27 10:02 PM,2019-01-27 10:02 PM,<01',0.00035194,"","Programming "
"Comic work","Gym",2019-01-27 10:02 PM,2019-01-27 10:02 PM,<01',0.00016083,"",""
"Studying","",2019-01-28 9:14 AM,2019-01-28 10:31 AM,01:16',1.27300722,"",""
"Studying","",2019-01-28 1:00 PM,2019-01-28 1:28 PM,00:28',0.47432750,"",""
"Writing","",2019-01-28 1:28 PM,2019-01-28 4:47 PM,03:18',3.30814250,"",""
"Studying","",2019-01-29 10:46 AM,2019-01-29 11:57 AM,01:10',1.17458861,"",""
"Studying","",2019-01-29 11:57 AM,2019-01-29 12:30 PM,00:32',0.54807222,"",""
"RubyProject ","",2019-01-29 12:41 PM,2019-01-29 1:24 PM,00:42',0.71551861,"","Programming "
"Writing","",2019-01-30 7:49 PM,2019-01-30 7:49 PM,<01',0.00095667,"",""
"RubyProject ","",2019-01-31 10:21 AM,2019-01-31 11:38 AM,01:17',1.28963806,"","Programming "
"Studying","",2019-01-31 4:09 PM,2019-01-31 4:28 PM,00:18',0.31345111,"",""
"RubyProject ","",2019-02-01 6:00 PM,2019-02-01 7:59 PM,01:58',1.98075667,"","Programming "
"RubyProject ","",2019-02-01 7:59 PM,2019-02-01 7:59 PM,<01',0.00014167,"","Programming "
"RubyProject ","",2019-02-01 9:27 PM,2019-02-01 9:43 PM,00:15',0.25720361,"","Programming "
"RubyProject ","",2019-02-01 9:43 PM,2019-02-01 11:07 PM,01:23',1.39905944,"","Programming "
"Film work","Housework",2019-02-02 10:00 AM,2019-02-02 12:36 PM,02:36',2.60252139,"",""
"RubyProject ","",2019-02-02 2:15 PM,2019-02-02 2:15 PM,<01',0.00022750,"","Programming "
"RubyProject ","",2019-02-02 2:15 PM,2019-02-02 3:21 PM,01:06',1.11100278,"","Programming "
"RubyProject ","",2019-02-02 3:22 PM,2019-02-02 3:46 PM,00:23',0.39889806,"","Programming "
"RubyProject ","",2019-02-02 4:31 PM,2019-02-02 4:31 PM,<01',0.00017806,"","Programming "
"RubyProject ","",2019-02-02 4:31 PM,2019-02-02 4:31 PM,<01',0.00141361,"","Programming "
"RubyProject ","",2019-02-02 4:31 PM,2019-02-02 6:50 PM,02:19',2.31684361,"","Programming "
"Studying","",2019-02-03 4:45 PM,2019-02-03 4:45 PM,<01',0.00036306,"",""
"Studying","",2019-02-03 4:45 PM,2019-02-03 5:06 PM,00:21',0.36007611,"",""
"Film work","Housework",2019-02-03 6:35 PM,2019-02-03 7:39 PM,01:04',1.07540306,"",""
"Comic work","Gym",2019-02-03 7:41 PM,2019-02-03 7:41 PM,<01',0.00025667,"",""
"Comic work","Gym",2019-02-03 7:41 PM,2019-02-03 7:56 PM,00:14',0.24956861,"",""
"Studying","",2019-02-04 9:44 AM,2019-02-04 11:14 AM,01:30',1.50783611,"",""
"Studying","",2019-02-05 10:54 AM,2019-02-05 12:18 PM,01:24',1.41292000,"",""
"RubyProject ","",2019-02-05 12:18 PM,2019-02-05 12:50 PM,00:31',0.52831750,"","Programming "
"Studying","",2019-02-05 12:50 PM,2019-02-05 1:12 PM,00:21',0.36369611,"",""
"Studying","",2019-02-05 1:12 PM,2019-02-05 1:12 PM,<01',0.00017778,"",""
"RubyProject ","",2019-02-05 4:12 PM,2019-02-05 5:03 PM,00:51',0.85552083,"","Programming "
"Studying","",2019-02-06 10:58 AM,2019-02-06 11:47 AM,00:48',0.80775917,"",""
"Film work","Housework",2019-02-06 4:37 PM,2019-02-06 6:18 PM,01:41',1.68706917,"",""
"Film work","Housework",2019-02-06 6:21 PM,2019-02-06 6:59 PM,00:37',0.62170444,"",""
"Film work","Housework",2019-02-06 6:59 PM,2019-02-06 6:59 PM,<01',0.00000583,"",""
"Film work","Housework",2019-02-06 6:59 PM,2019-02-06 6:59 PM,<01',0.00028167,"",""
"RubyProject ","",2019-02-07 5:04 PM,2019-02-07 5:11 PM,00:06',0.11560806,"","Programming "
"RubyProject ","",2019-02-07 5:29 PM,2019-02-07 5:33 PM,00:04',0.07578944,"","Programming "
"Studying","",2019-02-08 11:20 AM,2019-02-08 11:38 AM,00:17',0.28969333,"",""
"Studying","",2019-02-08 11:53 AM,2019-02-08 12:26 PM,00:33',0.55588167,"",""
"Studying","",2019-02-08 1:26 PM,2019-02-08 2:19 PM,00:53',0.89080361,"",""
"Studying","",2019-02-08 2:22 PM,2019-02-08 2:31 PM,00:09',0.15007333,"",""
"Studying","",2019-02-08 2:38 PM,2019-02-08 3:32 PM,00:53',0.89556333,"",""
"Film work","Housework",2019-02-08 6:12 PM,2019-02-08 9:13 PM,03:01',3.02754778,"",""
"Comic work","Gym",2019-02-09 6:19 PM,2019-02-09 6:19 PM,<01',0.00099194,"",""
"Comic work","Gym",2019-02-09 7:12 PM,2019-02-09 7:25 PM,00:13',0.21917583,"",""
"Comic work","Gym",2019-02-09 7:25 PM,2019-02-09 7:25 PM,<01',0.00018889,"",""
"Comic work","Gym",2019-02-09 7:44 PM,2019-02-09 7:58 PM,00:14',0.24202556,"",""
"Comic work","Gym",2019-02-09 9:38 PM,2019-02-09 11:24 PM,01:46',1.77311111,"",""
"Film work","Housework",2019-02-09 11:24 PM,2019-02-09 11:24 PM,<01',0.00024111,"",""
"Film work","Housework",2019-02-10 10:49 AM,2019-02-10 11:04 AM,00:15',0.25000000,"",""
"Film work","Housework",2019-02-10 10:50 AM,2019-02-10 10:54 AM,00:03',0.06008000,"",""
"Film work","Housework",2019-02-10 11:25 AM,2019-02-10 11:40 AM,00:14',0.24278667,"",""
"Film work","Housework",2019-02-10 12:39 PM,2019-02-10 12:41 PM,00:02',0.03351528,"",""
"Film work","Housework",2019-02-10 6:56 PM,2019-02-10 7:35 PM,00:39',0.66073833,"",""
"Studying","",2019-02-11 12:15 PM,2019-02-11 12:36 PM,00:21',0.35571500,"",""
"Studying","",2019-02-11 12:41 PM,2019-02-11 1:32 PM,00:50',0.83428250,"",""
"Studying","",2019-02-11 5:07 PM,2019-02-11 5:41 PM,00:34',0.56926944,"",""
"Studying","",2019-02-12 6:01 PM,2019-02-12 7:01 PM,01:00',1.00000000,"",""
"Studying","",2019-02-13 10:20 AM,2019-02-13 11:27 AM,01:07',1.12253639,"",""
"RubyProject ","",2019-02-14 10:42 AM,2019-02-14 12:59 PM,02:17',2.28955306,"","Programming "
"RubyProject ","",2019-02-14 1:15 PM,2019-02-14 1:44 PM,00:28',0.47829944,"","Programming "
"Film work","Housework",2019-02-15 5:07 PM,2019-02-15 8:36 PM,03:28',3.48322444,"",""
"Studying","",2019-02-16 11:03 AM,2019-02-16 11:47 AM,00:43',0.72792333,"",""
"Studying","",2019-02-16 12:01 PM,2019-02-16 12:36 PM,00:35',0.58988444,"",""
"Studying","",2019-02-16 5:27 PM,2019-02-16 5:53 PM,00:26',0.43521750,"",""
"Studying","",2019-02-16 5:56 PM,2019-02-16 6:07 PM,00:11',0.18405889,"",""
"RubyProject ","",2019-02-16 6:21 PM,2019-02-16 7:53 PM,01:31',1.52932417,"","Programming "
"Studying","",2019-02-17 7:11 PM,2019-02-17 9:11 PM,02:00',2.00097972,"",""
"Writing","",2019-02-17 10:31 PM,2019-02-17 11:13 PM,00:41',0.69345444,"",""
"Studying","",2019-02-18 10:46 AM,2019-02-18 12:01 PM,01:15',1.25119333,"",""
"Studying","",2019-02-18 12:08 PM,2019-02-18 1:10 PM,01:02',1.03382111,"",""
"Writing","",2019-02-18 1:45 PM,2019-02-18 1:55 PM,00:10',0.17636861,"",""
"Writing","",2019-02-18 1:55 PM,2019-02-18 2:23 PM,00:27',0.45833028,"",""
"Comic work","Gym",2019-02-18 2:23 PM,2019-02-18 2:23 PM,<01',0.00025417,"",""
"Studying","",2019-02-18 4:39 PM,2019-02-18 4:48 PM,00:09',0.15126750,"",""
"Studying","",2019-02-18 5:20 PM,2019-02-18 5:29 PM,00:08',0.14834472,"",""
"Studying","",2019-02-19 11:46 AM,2019-02-19 12:38 PM,00:52',0.87042250,"",""
"Studying","",2019-02-19 12:41 PM,2019-02-19 1:16 PM,00:34',0.57747639,"",""
"Studying","",2019-02-19 1:30 PM,2019-02-19 1:58 PM,00:27',0.46364861,"",""
"Studying","",2019-02-19 2:01 PM,2019-02-19 2:13 PM,00:11',0.19143972,"",""
"Studying","",2019-02-19 2:14 PM,2019-02-19 2:29 PM,00:14',0.24111972,"",""
"Studying","",2019-02-19 2:38 PM,2019-02-19 3:23 PM,00:44',0.74814444,"",""
"Studying","",2019-02-19 5:37 PM,2019-02-19 5:53 PM,00:16',0.27138000,"",""
"Studying","",2019-02-19 5:58 PM,2019-02-19 6:41 PM,00:42',0.71547722,"",""
"Film work","Housework",2019-02-19 8:01 PM,2019-02-19 9:11 PM,01:09',1.16654361,"",""
"Studying","",2019-02-20 12:12 PM,2019-02-20 1:30 PM,01:18',1.31042083,"",""
"RubyProject ","",2019-02-21 8:37 AM,2019-02-21 10:34 AM,01:56',1.94716611,"","Programming "
"Film work","Housework",2019-02-22 2:33 PM,2019-02-22 4:38 PM,02:05',2.08679028,"",""
"Comic work","Gym",2019-02-22 7:30 PM,2019-02-22 7:59 PM,00:29',0.48774972,"",""
"Python ","",2019-02-23 10:56 AM,2019-02-23 11:54 AM,00:57',0.96302972,"",""
"Python ","",2019-02-23 12:56 PM,2019-02-23 1:27 PM,00:31',0.51964056,"",""
"Python ","",2019-02-23 1:47 PM,2019-02-23 1:49 PM,00:01',0.02848278,"",""
"Python ","",2019-02-23 2:22 PM,2019-02-23 4:22 PM,02:00',2.01638000,"",""
"Python ","",2019-02-23 4:31 PM,2019-02-23 6:45 PM,02:14',2.24205417,"",""
"Writing","",2019-02-23 8:33 PM,2019-02-23 9:29 PM,00:55',0.93108944,"",""
"Studying","",2019-02-24 9:26 AM,2019-02-24 9:26 AM,<01',0.01648361,"",""
"Blender ","",2019-02-24 9:27 AM,2019-02-24 12:42 PM,03:14',3.24805278,"",""
"Blender ","",2019-02-24 1:01 PM,2019-02-24 1:47 PM,00:45',0.76282250,"",""
"RubyProject ","",2019-02-24 8:07 PM,2019-02-24 9:18 PM,01:10',1.17518139,"","Programming "
"Film work","Housework",2019-02-25 10:45 AM,2019-02-25 11:24 AM,00:39',0.65279500,"",""
"Writing","",2019-02-25 1:13 PM,2019-02-25 1:51 PM,00:37',0.62932528,"",""
"Studying","",2019-02-25 4:48 PM,2019-02-25 5:21 PM,00:32',0.54821472,"",""
"Blender ","",2019-02-26 10:23 AM,2019-02-26 10:23 AM,<01',0.00014667,"",""
"RubyProject ","",2019-02-26 10:23 AM,2019-02-26 11:00 AM,00:36',0.60080944,"","Programming "
"Writing","",2019-02-26 1:29 PM,2019-02-26 1:55 PM,00:26',0.43971639,"",""
"RubyProject ","",2019-02-26 3:59 PM,2019-02-26 4:48 PM,00:49',0.81899000,"","Programming "
"RubyProject ","",2019-02-26 6:26 PM,2019-02-26 7:41 PM,01:15',1.25000000,"","Programming "
"Studying","",2019-02-27 9:38 AM,2019-02-27 9:48 AM,00:09',0.15975333,"",""
"Studying","",2019-02-27 9:55 AM,2019-02-27 11:10 AM,01:14',1.24989028,"",""
"RubyProject ","",2019-02-27 1:24 PM,2019-02-27 1:54 PM,00:30',0.50147333,"","Programming "
"RubyProject ","",2019-02-27 1:59 PM,2019-02-27 3:18 PM,01:18',1.31031222,"","Programming "
"RubyProject ","",2019-02-27 3:20 PM,2019-02-27 3:30 PM,00:09',0.16365028,"","Programming "
"RubyProject ","",2019-02-27 5:21 PM,2019-02-27 5:46 PM,00:25',0.42262306,"","Programming "
"RubyProject ","",2019-02-27 5:49 PM,2019-02-27 6:23 PM,00:34',0.57554194,"","Programming "
"RubyProject ","",2019-02-27 7:56 PM,2019-02-27 8:20 PM,00:23',0.39863556,"","Programming "
"RubyProject ","",2019-02-27 9:31 PM,2019-02-27 10:54 PM,01:23',1.38939611,"","Programming "
"Blender ","",2019-03-02 11:40 AM,2019-03-02 1:30 PM,01:49',1.82689139,"",""
"Studying","",2019-03-03 12:25 PM,2019-03-03 1:08 PM,00:43',0.72153056,"",""
"Film work","Housework",2019-03-03 1:08 PM,2019-03-03 1:08 PM,<01',0.00028639,"",""
"Blender ","",2019-03-03 2:30 PM,2019-03-03 6:16 PM,03:46',3.77381694,"",""
"Blender ","",2019-03-03 6:47 PM,2019-03-03 7:00 PM,00:12',0.21271806,"",""
"Blender ","",2019-03-03 7:02 PM,2019-03-03 7:02 PM,<01',0.00019111,"",""
"Blender ","",2019-03-03 7:02 PM,2019-03-03 7:57 PM,00:55',0.92073667,"",""
"Blender ","",2019-03-04 10:39 AM,2019-03-04 12:42 PM,02:02',2.04485694,"",""
"Studying","",2019-03-04 12:46 PM,2019-03-04 1:07 PM,00:21',0.35404417,"",""
"Blender ","",2019-03-04 1:53 PM,2019-03-04 2:08 PM,00:15',0.26466861,"",""
"Blender ","",2019-03-04 3:25 PM,2019-03-04 5:36 PM,02:11',2.18411917,"",""
"Website ","",2019-03-04 7:57 PM,2019-03-04 9:38 PM,01:40',1.68027556,"",""
"Studying","",2019-03-05 6:26 PM,2019-03-05 7:00 PM,00:33',0.56176417,"",""
"Studying","",2019-03-05 7:11 PM,2019-03-05 8:21 PM,01:09',1.15997806,"",""
"Studying","",2019-03-06 12:32 PM,2019-03-06 1:44 PM,01:11',1.19778667,"",""
"Studying","",2019-03-06 4:54 PM,2019-03-06 5:31 PM,00:36',0.61112722,"",""
"Blender ","",2019-03-07 9:49 AM,2019-03-07 10:41 AM,00:52',0.87007611,"",""
"Film work","Housework",2019-03-07 10:41 AM,2019-03-07 11:07 AM,00:25',0.42720861,"",""
"Film work","Housework",2019-03-08 12:23 PM,2019-03-08 1:15 PM,00:52',0.86878278,"",""
"Film work","Housework",2019-03-08 7:48 PM,2019-03-08 9:37 PM,01:48',1.80816083,"",""
"Blender ","",2019-03-08 9:40 PM,2019-03-08 9:54 PM,00:13',0.21867667,"",""
"Blender ","",2019-03-08 9:55 PM,2019-03-08 11:31 PM,01:36',1.60233583,"",""
"Blender ","",2019-03-08 11:39 PM,2019-03-09 12:09 AM,00:29',0.49867306,"",""
"Website ","",2019-03-09 8:32 PM,2019-03-09 9:19 PM,00:46',0.77202778,"",""
"Studying","",2019-03-10 12:25 PM,2019-03-10 12:50 PM,00:24',0.41570139,"",""
"Studying","",2019-03-10 12:55 PM,2019-03-10 1:31 PM,00:35',0.59408111,"",""
"Studying","",2019-03-10 4:04 PM,2019-03-10 4:59 PM,00:54',0.91144972,"",""
"Studying","",2019-03-10 5:09 PM,2019-03-10 6:03 PM,00:53',0.89939306,"",""
"Studying","",2019-03-10 6:41 PM,2019-03-10 7:12 PM,00:30',0.51042778,"",""
"Studying","",2019-03-10 7:37 PM,2019-03-10 9:01 PM,01:24',1.40014222,"",""
"Studying","",2019-03-11 11:19 AM,2019-03-11 1:27 PM,02:08',2.14825028,"",""
"Studying","",2019-03-11 4:47 PM,2019-03-11 4:56 PM,00:09',0.16428222,"",""
"Studying","",2019-03-11 4:58 PM,2019-03-11 5:15 PM,00:17',0.28418639,"",""
"Studying","",2019-03-12 10:46 AM,2019-03-12 12:05 PM,01:18',1.31134139,"",""
"Studying","",2019-03-12 12:17 PM,2019-03-12 12:40 PM,00:22',0.37621806,"",""
"Website ","",2019-03-12 12:40 PM,2019-03-12 1:21 PM,00:40',0.68214361,"",""
"Website ","",2019-03-12 8:40 PM,2019-03-12 9:36 PM,00:55',0.93053500,"",""
"Studying","",2019-03-13 11:39 AM,2019-03-13 12:57 PM,01:18',1.31062750,"",""
"Website ","",2019-03-13 2:31 PM,2019-03-13 3:46 PM,01:14',1.24821500,"",""
"Website ","",2019-03-13 4:20 PM,2019-03-13 6:20 PM,02:00',2.00093056,"",""
"Website ","",2019-03-13 6:29 PM,2019-03-13 6:31 PM,00:02',0.03764389,"",""
"Website ","",2019-03-13 7:53 PM,2019-03-13 10:54 PM,03:00',3.01176778,"",""
"Website ","",2019-03-14 11:47 AM,2019-03-14 1:32 PM,01:44',1.74480250,"",""
"Studying","",2019-03-14 2:08 PM,2019-03-14 2:39 PM,00:31',0.51822111,"",""
"Website ","",2019-03-14 4:54 PM,2019-03-14 7:14 PM,02:19',2.32491417,"",""
"Film work","Housework",2019-03-14 8:37 PM,2019-03-14 9:38 PM,01:01',1.03058833,"",""
"Film work","Housework",2019-03-15 12:22 PM,2019-03-15 1:20 PM,00:57',0.95724806,"",""
"Film work","Housework",2019-03-15 5:44 PM,2019-03-15 7:13 PM,01:29',1.48541750,"",""
"Studying","",2019-03-16 11:14 AM,2019-03-16 2:11 PM,02:56',2.94485639,"",""
"Writing","",2019-03-16 3:04 PM,2019-03-16 4:06 PM,01:01',1.03047167,"",""
"Film work","Housework",2019-03-16 5:54 PM,2019-03-16 6:38 PM,00:43',0.72600583,"",""
"Blender ","",2019-03-16 7:16 PM,2019-03-16 8:13 PM,00:57',0.95619000,"",""
"Blender ","",2019-03-16 9:20 PM,2019-03-16 9:28 PM,00:08',0.14173222,"",""
"Blender ","",2019-03-16 9:56 PM,2019-03-16 9:56 PM,<01',0.00014333,"",""
"Blender ","",2019-03-16 9:56 PM,2019-03-16 11:01 PM,01:05',1.09267722,"",""
"Studying","",2019-03-17 6:04 PM,2019-03-17 6:37 PM,00:32',0.54031444,"",""
"Website ","",2019-03-17 6:47 PM,2019-03-17 10:05 PM,03:18',3.30768444,"",""
"Studying","",2019-03-18 12:51 PM,2019-03-18 1:38 PM,00:46',0.77311611,"",""
"Studying","",2019-03-18 4:44 PM,2019-03-18 4:50 PM,00:06',0.10590139,"",""
"Studying","",2019-03-18 5:29 PM,2019-03-18 5:55 PM,00:26',0.44372528,"",""
"Studying","",2019-03-18 5:55 PM,2019-03-18 5:55 PM,<01',0.00016778,"",""
"Studying","",2019-03-18 8:59 PM,2019-03-18 10:23 PM,01:24',1.41085889,"",""
"Studying","",2019-03-19 10:44 AM,2019-03-19 12:49 PM,02:04',2.07846111,"",""
"Studying","",2019-03-19 12:50 PM,2019-03-19 1:00 PM,00:10',0.17321556,"",""
"Website ","",2019-03-19 1:57 PM,2019-03-19 3:31 PM,01:34',1.56971472,"",""
"Website ","",2019-03-19 4:37 PM,2019-03-19 6:16 PM,01:39',1.65654556,"",""
"Website ","",2019-03-19 8:54 PM,2019-03-19 8:54 PM,<01',0.00016167,"",""
"Website ","",2019-03-19 8:54 PM,2019-03-19 9:16 PM,00:22',0.36904972,"",""
"Studying","",2019-03-20 1:00 PM,2019-03-20 1:46 PM,00:46',0.77365889,"",""
"Studying","",2019-03-20 4:49 PM,2019-03-20 5:27 PM,00:37',0.63157917,"",""
"Studying","",2019-03-21 12:30 PM,2019-03-21 1:51 PM,01:20',1.34550528,"",""
"Website ","",2019-03-21 3:06 PM,2019-03-21 4:37 PM,01:31',1.52209750,"",""
"Website ","",2019-03-23 4:07 PM,2019-03-23 5:00 PM,00:52',0.87897611,"",""
"Website ","",2019-03-23 5:00 PM,2019-03-23 5:00 PM,<01',0.00022972,"",""
"Website ","",2019-03-24 3:43 PM,2019-03-24 3:43 PM,<01',0.00088639,"",""
"Website ","",2019-03-24 3:43 PM,2019-03-24 8:07 PM,04:23',4.39649056,"",""
"Studying","",2019-03-27 9:35 AM,2019-03-27 10:22 AM,00:46',0.76986000,"",""
"Studying","",2019-03-27 2:06 PM,2019-03-27 2:29 PM,00:23',0.38800556,"",""
"Website ","",2019-03-27 3:07 PM,2019-03-27 3:07 PM,<01',0.00013556,"",""
"Website ","",2019-03-27 3:07 PM,2019-03-27 5:05 PM,01:58',1.97307111,"",""
"Website ","",2019-03-27 5:05 PM,2019-03-27 5:05 PM,<01',0.00017667,"",""
"Studying","",2019-03-27 6:11 PM,2019-03-27 6:11 PM,<01',0.00011944,"",""
"Website ","",2019-03-27 6:11 PM,2019-03-27 8:22 PM,02:10',2.17264139,"",""
"Writing","",2019-03-28 6:28 PM,2019-03-28 7:01 PM,00:32',0.54976306,"",""
"Writing","",2019-03-28 7:52 PM,2019-03-28 8:37 PM,00:44',0.74620361,"",""
"Film work","Housework",2019-03-28 8:37 PM,2019-03-28 8:50 PM,00:13',0.22604222,"",""
"Writing","",2019-03-29 10:32 AM,2019-03-29 12:21 PM,01:48',1.81324028,"",""
"Website ","",2019-03-29 6:32 PM,2019-03-29 8:52 PM,02:19',2.33034306,"",""
"Website ","",2019-03-29 9:08 PM,2019-03-29 10:47 PM,01:38',1.64316556,"",""
"Studying","",2019-03-30 3:33 PM,2019-03-30 3:33 PM,<01',0.00011361,"",""
"Film work","Housework",2019-03-30 3:33 PM,2019-03-30 5:55 PM,02:21',2.36428444,"",""
"Website ","",2019-03-30 7:53 PM,2019-03-30 8:38 PM,00:45',0.75144167,"",""
"Website ","",2019-03-31 9:14 AM,2019-03-31 9:42 AM,00:27',0.46503972,"",""
"Website ","",2019-03-31 7:52 PM,2019-03-31 7:52 PM,<01',0.00019000,"",""
"Website ","",2019-03-31 7:52 PM,2019-03-31 9:53 PM,02:00',2.01186333,"",""
"Website ","",2019-03-31 9:53 PM,2019-03-31 9:53 PM,<01',0.00023583,"",""
"RubyProject ","",2019-04-02 10:05 AM,2019-04-02 11:19 AM,01:14',1.23481028,"","Programming "
"Writing","",2019-04-02 4:19 PM,2019-04-02 4:45 PM,00:26',0.43503333,"",""
"Studying","",2019-04-03 12:27 PM,2019-04-03 1:37 PM,01:09',1.16449028,"",""
"Website ","",2019-04-03 5:03 PM,2019-04-03 6:02 PM,00:58',0.97646028,"",""
"Film work","Housework",2019-04-04 5:39 AM,2019-04-04 6:59 AM,01:20',1.33940889,"",""
"Studying","",2019-04-04 10:55 AM,2019-04-04 1:07 PM,02:11',2.19956944,"",""
"RubyProject ","",2019-04-04 2:17 PM,2019-04-04 3:39 PM,01:22',1.37044528,"","Programming "
"RubyProject ","",2019-04-04 4:53 PM,2019-04-04 5:53 PM,01:00',1.00000000,"","Programming "
"RubyProject ","",2019-04-04 4:53 PM,2019-04-04 5:53 PM,01:00',1.00000000,"","Programming "
"RubyProject ","",2019-04-04 5:00 PM,2019-04-04 5:15 PM,00:14',0.24303306,"","Programming "
"RubyProject ","",2019-04-04 5:15 PM,2019-04-04 5:15 PM,<01',0.00021250,"","Programming "
"RubyProject ","",2019-04-04 5:15 PM,2019-04-04 5:15 PM,<01',0.00012472,"","Programming "
"Blender ","",2019-04-04 5:43 PM,2019-04-04 5:43 PM,<01',0.00019333,"",""
"Website ","",2019-04-04 5:43 PM,2019-04-04 6:05 PM,00:21',0.35803194,"",""
"Website ","",2019-04-05 11:30 AM,2019-04-05 12:00 PM,00:30',0.50000000,"",""
"Website ","",2019-04-05 11:30 AM,2019-04-05 12:50 PM,01:19',1.33291361,"",""
"Website ","",2019-04-05 1:06 PM,2019-04-05 2:54 PM,01:48',1.80684167,"",""
"Film work","Housework",2019-04-05 6:27 PM,2019-04-05 6:51 PM,00:24',0.41195389,"",""
"Film work","Housework",2019-04-05 6:56 PM,2019-04-05 6:56 PM,<01',0.00016667,"",""
"Film work","Housework",2019-04-05 6:56 PM,2019-04-05 6:56 PM,<01',0.00021083,"",""
"Film work","Housework",2019-04-05 6:56 PM,2019-04-05 8:39 PM,01:42',1.71153528,"",""
"Blender ","",2019-04-06 1:09 PM,2019-04-06 1:09 PM,<01',0.00010667,"",""
"Film work","Housework",2019-04-06 1:09 PM,2019-04-06 4:31 PM,03:22',3.37163417,"",""
"Film work","Housework",2019-04-06 6:10 PM,2019-04-06 6:50 PM,00:40',0.67684361,"",""
"Film work","Housework",2019-04-06 7:27 PM,2019-04-06 7:27 PM,<01',0.00024972,"",""
"Film work","Housework",2019-04-06 7:27 PM,2019-04-06 7:57 PM,00:30',0.50783417,"",""
"Studying","",2019-04-07 2:34 PM,2019-04-07 2:34 PM,<01',0.01171194,"",""
"Studying","",2019-04-07 2:39 PM,2019-04-07 3:08 PM,00:28',0.48249528,"",""
"Film work","Housework",2019-04-07 3:55 PM,2019-04-07 3:55 PM,<01',0.00018444,"",""
"Film work","Housework",2019-04-07 3:55 PM,2019-04-07 6:27 PM,02:32',2.54064028,"",""
"Studying","",2019-04-08 7:54 AM,2019-04-08 9:22 AM,01:27',1.46030944,"",""
"Studying","",2019-04-08 9:50 AM,2019-04-08 11:26 AM,01:36',1.60914528,"",""
"Studying","",2019-04-08 12:09 PM,2019-04-08 1:10 PM,01:00',1.01469167,"",""
"Website ","",2019-04-08 1:15 PM,2019-04-08 1:52 PM,00:37',0.62717639,"",""